---,Actor,Location,Rotation,Scale,Mesh,Materials
Row_1358,Class'/Script/Engine.StaticMeshActor',"(X=113895.140625,Y=-43422.101562,Z=2595.086426)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Items/Battery/jumpleads.jumpleads'","(Material'""/Game/Items/Battery/jumpleads_mat""')"
Row_1359,Class'/Script/Engine.StaticMeshActor',"(X=-77669.054688,Y=44692.421875,Z=13155.183594)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Items/Battery/jumpleads.jumpleads'","(Material'""/Game/Items/Battery/jumpleads_mat""')"
Row_1360,Class'/Script/Engine.StaticMeshActor',"(X=142071.828125,Y=-134096.765625,Z=2990.694580)","(Pitch=0.000000,Yaw=60.000038,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Items/Battery/jumpleads.jumpleads'","(Material'""/Game/Items/Battery/jumpleads_mat""')"
Row_1361,Class'/Script/Engine.StaticMeshActor',"(X=138749.890625,Y=-133571.234375,Z=3620.059082)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Items/Battery/jumpleads.jumpleads'","(Material'""/Game/Items/Battery/jumpleads_mat""')"
Row_1362,Class'/Script/Engine.StaticMeshActor',"(X=135878.046875,Y=-133447.515625,Z=3013.365967)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Items/Battery/jumpleads.jumpleads'","(Material'""/Game/Items/Battery/jumpleads_mat""')"
Row_1363,Class'/Script/Engine.StaticMeshActor',"(X=-29115.460938,Y=123001.117188,Z=590.416870)","(Pitch=0.000000,Yaw=90.000092,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Items/Battery/jumpleads.jumpleads'","(Material'""/Game/Items/Battery/jumpleads_mat""')"
Row_1364,Class'/Script/Engine.StaticMeshActor',"(X=71447.421875,Y=115166.445312,Z=1518.547974)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/HuntersHut/huntershut01.huntershut01'","(Material'""/Game/Locations/HuntersHut/Walls2_Mat""',Material'""/Game/Locations/HuntersHut/Roof_Mat""',Material'""/Game/Locations/HuntersHut/Porch_Mat""',Material'""/Game/Locations/HuntersHut/FloorPillars""',Material'""/Game/Locations/HuntersHut/Basis_Mat""',Material'""/Game/Locations/ResearchBase_0605/WoodWorkGreen_mat""')"
Row_1365,Class'/Script/Engine.StaticMeshActor',"(X=70031.992188,Y=-99715.515625,Z=2466.194824)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/HuntersHut/huntershut01.huntershut01'","(Material'""/Game/Locations/HuntersHut/Walls2_Mat""',Material'""/Game/Locations/HuntersHut/Roof_Mat""',Material'""/Game/Locations/HuntersHut/Porch_Mat""',Material'""/Game/Locations/HuntersHut/FloorPillars""',Material'""/Game/Locations/HuntersHut/Basis_Mat""',Material'""/Game/Locations/ResearchBase_0605/WoodWorkGreen_mat""')"
Row_1366,Class'/Script/Engine.StaticMeshActor',"(X=-70605.117188,Y=-71074.125000,Z=3017.364746)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Helipad/helipad01.helipad01'","(Material'""/Game/Locations/Helipad/Roads_Mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_RoofTiles01_mat""',Material'""/Game/Locations/Helipad/landinglight_mat""',Material'""/Game/Locations/Helipad/landinglight_emissive_mat""')"
Row_1367,Class'/Script/Engine.StaticMeshActor',"(X=10141.940430,Y=35447.238281,Z=3019.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Helipad/helipad01.helipad01'","(Material'""/Game/Locations/Helipad/Roads_Mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_RoofTiles01_mat""',Material'""/Game/Locations/Helipad/landinglight_mat""',Material'""/Game/Locations/Helipad/landinglight_emissive_mat""')"
Row_1368,Class'/Script/Engine.StaticMeshActor',"(X=71825.500000,Y=-90381.406250,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1369,Class'/Script/Engine.StaticMeshActor',"(X=73694.226562,Y=-90786.796875,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1370,Class'/Script/Engine.StaticMeshActor',"(X=73476.484375,Y=-90636.234375,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1371,Class'/Script/Engine.StaticMeshActor',"(X=73233.585938,Y=-90445.453125,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1372,Class'/Script/Engine.StaticMeshActor',"(X=73020.460938,Y=-90281.304688,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1373,Class'/Script/Engine.StaticMeshActor',"(X=72733.070312,Y=-90078.429688,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1374,Class'/Script/Engine.StaticMeshActor',"(X=72494.320312,Y=-89912.101562,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1375,Class'/Script/Engine.StaticMeshActor',"(X=72294.992188,Y=-90034.664062,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1376,Class'/Script/Engine.StaticMeshActor',"(X=106418.976562,Y=85078.187500,Z=1621.908447)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1377,Class'/Script/Engine.StaticMeshActor',"(X=72086.992188,Y=-90177.125000,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1378,Class'/Script/Engine.StaticMeshActor',"(X=106621.218750,Y=85072.234375,Z=1625.695068)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1379,Class'/Script/Engine.StaticMeshActor',"(X=106833.421875,Y=85063.804688,Z=1629.658936)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1380,Class'/Script/Engine.StaticMeshActor',"(X=74126.945312,Y=-92385.617188,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1381,Class'/Script/Engine.StaticMeshActor',"(X=74249.500000,Y=-92198.906250,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1382,Class'/Script/Engine.StaticMeshActor',"(X=74374.093750,Y=-92009.078125,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1383,Class'/Script/Engine.StaticMeshActor',"(X=74539.539062,Y=-91757.015625,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1384,Class'/Script/Engine.StaticMeshActor',"(X=74694.773438,Y=-91520.507812,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1385,Class'/Script/Engine.StaticMeshActor',"(X=74458.648438,Y=-91343.343750,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1386,Class'/Script/Engine.StaticMeshActor',"(X=74217.273438,Y=-91162.250000,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1387,Class'/Script/Engine.StaticMeshActor',"(X=73960.156250,Y=-90969.343750,Z=3047.243652)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Props/fence_post.fence_post'","(Material'""/Game/Trees/bark_mat""')"
Row_1388,Class'/Script/Engine.StaticMeshActor',"(X=140968.546875,Y=-137904.656250,Z=2956.740234)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.500000,Y=0.500000,Z=1.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1389,Class'/Script/Engine.StaticMeshActor',"(X=18149.583984,Y=-100639.382812,Z=213.528366)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1390,Class'/Script/Engine.StaticMeshActor',"(X=113456.070312,Y=-43333.156250,Z=3113.875488)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.500000,Y=0.500000,Z=1.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1391,Class'/Script/Engine.StaticMeshActor',"(X=140968.546875,Y=-138480.140625,Z=2956.740234)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=0.500000,Y=0.500000,Z=1.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1392,Class'/Script/Engine.StaticMeshActor',"(X=13122.409180,Y=32172.490234,Z=3084.329834)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1393,Class'/Script/Engine.StaticMeshActor',"(X=17131.845703,Y=-100639.382812,Z=213.528366)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1394,Class'/Script/Engine.StaticMeshActor',"(X=-118495.070312,Y=91744.835938,Z=2476.076416)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/DomeTent/dometent.dometent'","(Material'""/Game/Locations/DomeTent/BUI_DomeTent_mat""',Material'""/Game/Vehicles/Helicopter/heli_glass_mat""',Material'""/Game/Locations/DomeTent/BUI_DomeTentFloor_mat""',Material'""/Game/Locations/ResearchBase_0605/WoodWorkGreen_mat""')"
Row_1395,Class'/Script/Engine.StaticMeshActor',"(X=114574.679688,Y=42229.730469,Z=114.845245)","(Pitch=0.000000,Yaw=-192.045013,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Docks/docks.docks'","(Material'""/Game/Locations/Docks/docks_mat""',Material'""/Game/Locations/Docks/docks_mat_Slot__2""',Material'""/Game/Locations/Ship/nsblack""')"
Row_1396,Class'/Script/Engine.StaticMeshActor',"(X=-138154.078125,Y=-134290.968750,Z=222.817139)","(Pitch=0.000000,Yaw=134.776367,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Docks/docks.docks'","(Material'""/Game/Locations/Docks/docks_mat""',Material'""/Game/Locations/Docks/docks_mat_Slot__2""',Material'""/Game/Locations/Ship/nsblack""')"
Row_1397,Class'/Script/Engine.StaticMeshActor',"(X=16140.015625,Y=-95552.164062,Z=123.000000)","(Pitch=0.000000,Yaw=180.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Docks/docks.docks'","(Material'""/Game/Locations/Docks/docks_mat""',Material'""/Game/Locations/Docks/docks_mat_Slot__2""',Material'""/Game/Locations/Ship/nsblack""')"
Row_1398,Class'/Script/Engine.StaticMeshActor',"(X=134548.312500,Y=-43585.941406,Z=-5.155396)","(Pitch=0.000000,Yaw=270.000153,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Docks/docks.docks'","(Material'""/Game/Locations/Docks/docks_mat""',Material'""/Game/Locations/Docks/docks_mat_Slot__2""',Material'""/Game/Locations/Ship/nsblack""')"
Row_1399,Class'/Script/Engine.StaticMeshActor',"(X=47921.597656,Y=-114190.492188,Z=81.833496)","(Pitch=0.000000,Yaw=140.000122,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Docks/docks.docks'","(Material'""/Game/Locations/Docks/docks_mat""',Material'""/Game/Locations/Docks/docks_mat_Slot__2""',Material'""/Game/Locations/Ship/nsblack""')"
Row_1400,Class'/Script/Engine.StaticMeshActor',"(X=-29517.855469,Y=123808.039062,Z=442.881378)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=15.750000,Y=17.125000,Z=1.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1401,Class'/Script/Engine.StaticMeshActor',"(X=-28704.212891,Y=123814.804688,Z=455.788757)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.750000,Y=6.250000,Z=0.125000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1402,Class'/Script/Engine.StaticMeshActor',"(X=30325.125000,Y=-40343.277344,Z=6207.160156)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=4.125000,Y=2.250000,Z=0.250000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1403,Class'/Script/Engine.StaticMeshActor',"(X=30325.125000,Y=-40343.277344,Z=6217.985352)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=3.500000,Y=1.750000,Z=0.250000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1404,Class'/Script/Engine.StaticMeshActor',"(X=134169.578125,Y=-132122.812500,Z=309.740570)","(Pitch=1.000000,Yaw=0.000000,Roll=0.000000)","(X=20.000000,Y=25.000000,Z=0.100000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1405,Class'/Script/Engine.StaticMeshActor',"(X=30325.125000,Y=-40343.277344,Z=6231.318848)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=3.000000,Y=1.250000,Z=0.250000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1406,Class'/Script/Engine.StaticMeshActor',"(X=-28704.212891,Y=123814.804688,Z=444.432739)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=2.375000,Y=7.125000,Z=0.125000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1407,Class'/Script/Engine.StaticMeshActor',"(X=30308.419922,Y=-39834.250000,Z=6209.561523)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=17.000000,Y=9.000000,Z=1.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1408,Class'/Script/Engine.StaticMeshActor',"(X=-28704.212891,Y=123814.804688,Z=418.823914)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=3.125000,Y=7.625000,Z=0.375000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1409,Class'/Script/Engine.StaticMeshActor',"(X=-210000.000000,Y=0.000000,Z=12000.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=4200.000000,Y=1.000000,Z=300.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1410,Class'/Script/Engine.StaticMeshActor',"(X=210000.000000,Y=0.171875,Z=12000.000000)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=4200.000000,Y=1.000000,Z=300.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1411,Class'/Script/Engine.StaticMeshActor',"(X=0.000000,Y=210000.000000,Z=12000.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=4200.000000,Y=1.000000,Z=300.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1412,Class'/Script/Engine.StaticMeshActor',"(X=0.000000,Y=-210000.000000,Z=12000.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=4200.000000,Y=1.000000,Z=300.000000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1413,Class'/Script/Engine.StaticMeshActor',"(X=-28704.212891,Y=123814.804688,Z=463.472168)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.125000,Y=5.750000,Z=0.250000)","StaticMesh'/Engine/BasicShapes/Cube.Cube'","(Material'""/Engine/EngineMaterials/WorldGridMaterial""')"
Row_1414,Class'/Script/Engine.StaticMeshActor',"(X=30767.361328,Y=-41787.871094,Z=6583.876953)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=2.250000,Y=2.250000,Z=2.250000)","StaticMesh'/Game/Locations/Church/crucifix.crucifix'","(Material'""/Game/Locations/Church/crucifix_mat""')"
Row_1415,Class'/Script/Engine.StaticMeshActor',"(X=31216.521484,Y=-41981.683594,Z=6432.653320)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Church/crucifix.crucifix'","(Material'""/Game/Locations/Church/crucifix_mat""')"
Row_1416,Class'/Script/Engine.StaticMeshActor',"(X=29867.402344,Y=-41581.457031,Z=6397.993652)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Church/crucifix.crucifix'","(Material'""/Game/Locations/Church/crucifix_mat""')"
Row_1417,Class'/Script/Engine.StaticMeshActor',"(X=29867.402344,Y=-42002.941406,Z=6397.993652)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Church/crucifix.crucifix'","(Material'""/Game/Locations/Church/crucifix_mat""')"
Row_1418,Class'/Script/Engine.StaticMeshActor',"(X=30330.056641,Y=-41405.234375,Z=6446.221680)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Church/crucifix.crucifix'","(Material'""/Game/Locations/Church/crucifix_mat""')"
Row_1419,Class'/Script/Engine.StaticMeshActor',"(X=30334.824219,Y=-42176.902344,Z=6446.221680)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/Church/crucifix.crucifix'","(Material'""/Game/Locations/Church/crucifix_mat""')"
Row_1420,Class'/Script/Engine.StaticMeshActor',"(X=6256.574707,Y=36676.425781,Z=3014.176270)","(Pitch=0.000000,Yaw=180.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1421,Class'/Script/Engine.StaticMeshActor',"(X=-29477.650391,Y=124532.843750,Z=497.555298)","(Pitch=-0.000001,Yaw=270.000000,Roll=0.000014)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1422,Class'/Script/Engine.StaticMeshActor',"(X=-66387.890625,Y=-72973.492188,Z=3010.208984)","(Pitch=0.000000,Yaw=0.000024,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1423,Class'/Script/Engine.StaticMeshActor',"(X=-64934.167969,Y=-72567.343750,Z=3010.025391)","(Pitch=0.000000,Yaw=179.999939,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1424,Class'/Script/Engine.StaticMeshActor',"(X=-70895.679688,Y=-75497.664062,Z=3010.206543)","(Pitch=0.000000,Yaw=-90.000061,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1425,Class'/Script/Engine.StaticMeshActor',"(X=-70489.531250,Y=-76951.375000,Z=3010.022949)","(Pitch=0.000000,Yaw=90.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1426,Class'/Script/Engine.StaticMeshActor',"(X=-75546.429688,Y=-68347.406250,Z=3010.211426)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1427,Class'/Script/Engine.StaticMeshActor',"(X=-74092.726562,Y=-67941.265625,Z=3010.027832)","(Pitch=0.000000,Yaw=180.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1428,Class'/Script/Engine.StaticMeshActor',"(X=4802.851562,Y=36270.285156,Z=3014.359863)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1429,Class'/Script/Engine.StaticMeshActor',"(X=16150.071289,Y=36805.574219,Z=3611.695801)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1430,Class'/Script/Engine.StaticMeshActor',"(X=72877.046875,Y=110127.812500,Z=1627.074097)","(Pitch=0.000000,Yaw=0.000024,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
Row_1431,Class'/Script/Engine.StaticMeshActor',"(X=74330.765625,Y=110533.960938,Z=1626.890503)","(Pitch=0.000000,Yaw=179.999939,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","StaticMesh'/Game/Locations/RedHouse/corner_props.corner_props'","(Material'""/Game/Locations/Cabin/PROP_Picture01_mat""',Material'""/Game/Locations/Cabin/BUI_Cabin_WoodenPanel01""')"
